0,CombatZoneResize,241,226,406,391,TLResume
0,HeartTeleport,320,304,,,
0,HeartMode,0,,,,
0,TLPause,,,,,,,,

1,GasterBlaster,1,0,0,191,246,0,1,0.1
0,GasterBlaster,1,0,0,259,166,90,1,0.1
0,GasterBlaster,1,0,0,449,366,180,1,0.1
0,GasterBlaster,1,0,0,379,446,270,1,0.1

0,GasterBlaster,1,320,0,270,290,30,2,0.1
0,GasterBlaster,1,320,0,270,290,150,2,0.1
0,GasterBlaster,1,320,0,270,290,90,2,0.1
0,GasterBlaster,1,320,0,370,290,30,2,0.1
0,GasterBlaster,1,320,0,370,290,150,2,0.1
0,GasterBlaster,1,320,0,370,290,90,2,0.1

0,GasterBlaster,1,191,306,191,306,0,3,0.1
0,GasterBlaster,1,321,166,321,166,90,3,0.1
0,GasterBlaster,1,449,306,449,306,180,3,0.1
0,GasterBlaster,1,321,446,321,446,270,3,0.1

0,GasterBlaster,1,191,176,191,176,45,4,0.1
0,GasterBlaster,1,451,176,451,176,135,4,0.1
0,GasterBlaster,1,451,436,451,436,225,4,0.1
0,GasterBlaster,1,191,436,191,436,315,4,0.1

0,GasterBlaster,0,0,0,191,306,0,5,2
0,GasterBlaster,0,0,0,321,166,90,5,2
0,GasterBlaster,0,0,0,449,306,180,5,2
0,GasterBlaster,0,0,0,321,446,270,5,2

0,GasterBlaster,0,0,0,191,246,0,5,2
0,GasterBlaster,0,0,0,259,166,90,5,2
0,GasterBlaster,0,0,0,449,366,180,5,2
0,GasterBlaster,0,0,0,379,446,270,5,2


8,BoneStab,0,30,0.1,12,
0,BoneStab,1,30,0.1,12,
0,BoneStab,2,30,0.1,12,
0,BoneStab,3,30,0.1,12,

0.125,GasterBlaster,0,0,0,450,371,202.5,0,0
0.125,GasterBlaster,0,0,0,451,436,225,0,0
0.125,GasterBlaster,0,0,0,386,443.5,247.5,0,0
0.125,GasterBlaster,0,0,0,321,451,270,0,0
0.125,GasterBlaster,0,0,0,256,443.5,292.5,0,0
0.125,GasterBlaster,0,0,0,191,436,315,0,0
0.125,GasterBlaster,0,0,0,186,371,337.5,0,0
0.125,GasterBlaster,0,0,0,181,306,0,0,0
0.125,GasterBlaster,0,0,0,186,241,22.5,0,0
0.125,GasterBlaster,0,0,0,191,176,45,0,0
0.125,GasterBlaster,0,0,0,256,171,67.5,0,0
0.125,GasterBlaster,0,0,0,321,166,90,0,0
0.125,GasterBlaster,0,0,0,386,171,112.5,0,0
0.125,GasterBlaster,0,0,0,451,176,135,0,0
0.125,GasterBlaster,0,0,0,450,241,157.5,0,0
0.125,GasterBlaster,0,0,0,449,306,180,0,0
0.125,GasterBlaster,0,0,0,450,371,202.5,0,0
0.125,GasterBlaster,0,0,0,451,436,225,0,0
0.125,GasterBlaster,0,0,0,386,443.5,247.5,0,0
0.125,GasterBlaster,0,0,0,321,451,270,0,0
0.125,GasterBlaster,0,0,0,256,443.5,292.5,0,0
0.125,GasterBlaster,0,0,0,191,436,315,0,0
0.125,GasterBlaster,0,0,0,186,371,337.5,0,0
