0,CombatZoneResize,241,226,406,391,TLResume
0,HeartTeleport,320,304,,,
0,HeartMode,0,,,,
0,TLPause,,,,,,,,
0.05,GasterBlaster,1,320,304,320,304,360,1,0.5
0.05,GasterBlaster,1,320,304,320,304,355,1,0.5
0.05,GasterBlaster,1,320,304,320,304,350,1,0.5
0.05,GasterBlaster,1,320,304,320,304,345,1,0.5
0.05,GasterBlaster,1,320,304,320,304,340,1,0.5
0.05,GasterBlaster,1,320,304,320,304,335,1,0.5
0.05,GasterBlaster,1,320,304,320,304,330,1,0.5
0.05,GasterBlaster,1,320,304,320,304,325,1,0.5
0.05,GasterBlaster,1,320,304,320,304,320,1,0.5
0.05,GasterBlaster,1,320,304,320,304,315,1,0.5
0.05,GasterBlaster,1,320,304,320,304,310,1,0.5
0.05,GasterBlaster,1,320,304,320,304,305,1,0.5
0.05,GasterBlaster,1,320,304,320,304,300,1,0.5
0.05,GasterBlaster,1,320,304,320,304,295,1,0.5
0.05,GasterBlaster,1,320,304,320,304,280,1,0.5
0.05,GasterBlaster,1,320,304,320,304,275,1,0.5
0.05,GasterBlaster,1,320,304,320,304,270,1,0.5
0.05,GasterBlaster,1,320,304,320,304,265,1,0.5
0.05,GasterBlaster,1,320,304,320,304,260,1,0.5
0.05,GasterBlaster,1,320,304,320,304,255,1,0.5
0.05,GasterBlaster,1,320,304,320,304,250,1,0.5
0.05,GasterBlaster,1,320,304,320,304,245,1,0.5
0.05,GasterBlaster,1,320,304,320,304,240,1,0.5
0.05,GasterBlaster,1,320,304,320,304,235,1,0.5
0.05,GasterBlaster,1,320,304,320,304,230,1,0.5
0.05,GasterBlaster,1,320,304,320,304,225,1,0.5
0.05,GasterBlaster,1,320,304,320,304,220,1,0.5
0.05,GasterBlaster,1,320,304,320,304,215,1,0.5
0.05,GasterBlaster,1,320,304,320,304,200,1,0.5
0.05,GasterBlaster,1,320,304,320,304,195,1,0.5
0.05,GasterBlaster,1,320,304,320,304,180,1,0.5
0.05,GasterBlaster,1,320,304,320,304,175,1,0.5
0.05,GasterBlaster,1,320,304,320,304,170,1,0.5
0.05,GasterBlaster,1,320,304,320,304,165,1,0.5
0.05,GasterBlaster,1,320,304,320,304,160,1,0.5
0.05,GasterBlaster,1,320,304,320,304,155,1,0.5
0.05,GasterBlaster,1,320,304,320,304,150,1,0.5
0.05,GasterBlaster,1,320,304,320,304,145,1,0.5
0.05,GasterBlaster,1,320,304,320,304,140,1,0.5
0.05,GasterBlaster,1,320,304,320,304,135,1,0.5
0.05,GasterBlaster,1,320,304,320,304,130,1,0.5
0.05,GasterBlaster,1,320,304,320,304,125,1,0.5
0.05,GasterBlaster,1,320,304,320,304,120,1,0.5
0.05,GasterBlaster,1,320,304,320,304,115,1,0.5
0.05,GasterBlaster,1,320,304,320,304,110,1,0.5
0.05,GasterBlaster,1,320,304,320,304,105,1,0.5
0.05,GasterBlaster,1,320,304,320,304,100,1,0.5
0.05,GasterBlaster,1,320,304,320,304,95,1,0.5
0.05,GasterBlaster,1,320,304,320,304,90,1,0.5
0.05,GasterBlaster,1,320,304,320,304,85,1,0.5
0.05,GasterBlaster,1,320,304,320,304,80,1,0.5
0.05,GasterBlaster,1,320,304,320,304,75,1,0.5
0.05,GasterBlaster,1,320,304,320,304,70,1,0.5
0.05,GasterBlaster,1,320,304,320,304,65,1,0.5
0.05,GasterBlaster,1,320,304,320,304,60,1,0.5
0.05,GasterBlaster,1,320,304,320,304,55,1,0.5
0.05,GasterBlaster,1,320,304,320,304,50,1,0.5
0.05,GasterBlaster,1,320,304,320,304,45,1,0.5
0.05,GasterBlaster,1,320,304,320,304,40,1,0.5
0.05,GasterBlaster,1,320,304,320,304,35,1,0.5
0.05,GasterBlaster,1,320,304,320,304,30,1,0.5
0.05,GasterBlaster,1,320,304,320,304,25,1,0.5
0.05,GasterBlaster,1,320,304,320,304,20,1,0.5
0.05,GasterBlaster,1,320,304,320,304,15,1,0.5
0.05,GasterBlaster,1,320,304,320,304,10,1,0.5
0.05,GasterBlaster,1,320,304,320,304,5,1,0.5
0.05,GasterBlaster,1,320,304,320,304,0,1,0.5

0.05,GasterBlaster,1,320,304,320,304,5,1,0.5
0.05,GasterBlaster,1,320,304,320,304,10,1,0.5
0.05,GasterBlaster,1,320,304,320,304,15,1,0.5
0.05,GasterBlaster,1,320,304,320,304,20,1,0.5
0.05,GasterBlaster,1,320,304,320,304,25,1,0.5
0.05,GasterBlaster,1,320,304,320,304,30,1,0.5
0.05,GasterBlaster,1,320,304,320,304,35,1,0.5
0.05,GasterBlaster,1,320,304,320,304,40,1,0.5
0.05,GasterBlaster,1,320,304,320,304,50,1,0.5
0.05,GasterBlaster,1,320,304,320,304,55,1,0.5
0.05,GasterBlaster,1,320,304,320,304,60,1,0.5
0.05,GasterBlaster,1,320,304,320,304,65,1,0.5
0.05,GasterBlaster,1,320,304,320,304,70,1,0.5
0.05,GasterBlaster,1,320,304,320,304,75,1,0.5
0.05,GasterBlaster,1,320,304,320,304,80,1,0.5
0.05,GasterBlaster,1,320,304,320,304,85,1,0.5
0.05,GasterBlaster,1,320,304,320,304,90,1,0.5
0.05,GasterBlaster,1,320,304,320,304,95,1,0.5
0.05,GasterBlaster,1,320,304,320,304,100,1,0.5
0.05,GasterBlaster,1,320,304,320,304,105,1,0.5
0.05,GasterBlaster,1,320,304,320,304,110,1,0.5
0.05,GasterBlaster,1,320,304,320,304,115,1,0.5
0.05,GasterBlaster,1,320,304,320,304,120,1,0.5
0.05,GasterBlaster,1,320,304,320,304,125,1,0.5
0.05,GasterBlaster,1,320,304,320,304,130,1,0.5
0.05,GasterBlaster,1,320,304,320,304,135,1,0.5
0.05,GasterBlaster,1,320,304,320,304,140,1,0.5
0.05,GasterBlaster,1,320,304,320,304,145,1,0.5
0.05,GasterBlaster,1,320,304,320,304,150,1,0.5
0.05,GasterBlaster,1,320,304,320,304,155,1,0.5
0.05,GasterBlaster,1,320,304,320,304,160,1,0.5
0.05,GasterBlaster,1,320,304,320,304,165,1,0.5
0.05,GasterBlaster,1,320,304,320,304,170,1,0.5
0.05,GasterBlaster,1,320,304,320,304,175,1,0.5
0.05,GasterBlaster,1,320,304,320,304,180,1,0.5
0.05,GasterBlaster,1,320,304,320,304,185,1,0.5
0.05,GasterBlaster,1,320,304,320,304,190,1,0.5
0.05,GasterBlaster,1,320,304,320,304,195,1,0.5
0.05,GasterBlaster,1,320,304,320,304,200,1,0.5
0.05,GasterBlaster,1,320,304,320,304,205,1,0.5
0.05,GasterBlaster,1,320,304,320,304,210,1,0.5
0.05,GasterBlaster,1,320,304,320,304,215,1,0.5
0.05,GasterBlaster,1,320,304,320,304,220,1,0.5
0.05,GasterBlaster,1,320,304,320,304,225,1,0.5
0.05,GasterBlaster,1,320,304,320,304,230,1,0.5
0.05,GasterBlaster,1,320,304,320,304,235,1,0.5
0.05,GasterBlaster,1,320,304,320,304,240,1,0.5
0.05,GasterBlaster,1,320,304,320,304,245,1,0.5
0.05,GasterBlaster,1,320,304,320,304,250,1,0.5
0.05,GasterBlaster,1,320,304,320,304,255,1,0.5
0.05,GasterBlaster,1,320,304,320,304,260,1,0.5
0.05,GasterBlaster,1,320,304,320,304,265,1,0.5
0.05,GasterBlaster,1,320,304,320,304,270,1,0.5
0.05,GasterBlaster,1,320,304,320,304,275,1,0.5
0.05,GasterBlaster,1,320,304,320,304,280,1,0.5
0.05,GasterBlaster,1,320,304,320,304,285,1,0.5
0.05,GasterBlaster,1,320,304,320,304,290,1,0.5
0.05,GasterBlaster,1,320,304,320,304,295,1,0.5
0.05,GasterBlaster,1,320,304,320,304,300,1,0.5
0.05,GasterBlaster,1,320,304,320,304,305,1,0.5
