0,Cosmetics,Music
0,SansAnimation,None
0,SansText,hey are yo ready?,,,,
0,SansHead,Closedeyes
2,BlackScreen,1,,,,,,,
0,Sound,Flash,,,,,,,
0.06666,BlackScreen,0,,,,,,,
0,Sound,Flash,,,,,,,
0,CombatZoneResizeInstant,250,250,400,400,
0,HeartTeleport,340,380,,,,
0,HeartMode,0,,,,,
0,SansAnimation,Idle
0,SansHead,BlueEye
0.1,sansslam,3
0,Sansbody,HandUp
0.2,bonestab,3,60,0.3,0.8
0,bonestab,1,45,0.1,0.8
0.1,sansslam,2
0,Sansbody,HandLeft
0.2,bonestab,2,40,0.2,0.2
0.4,sansslam,0
0,Sansbody,HandRight
0.2,bonestab,0,45,0.2,0.2
0.4,Sound,Ding,,,,,,,
0,SansHead,Default
0.6,HeartMode,0,,,,,,,

0,Sansbody,Default

0.15,GasterBlaster,1,600,600,175,305,360,0.1,0.3
0,GasterBlaster,1,600,600,465,305,180,0.1,0.3
0,GasterBlaster,1,300,600,320,455,270,0.1,0.3
0,GasterBlaster,1,0,300,320,160,90,0.1,0.3


0.8,GasterBlaster,1,0,600,186,445,315,0.1,0.3
0,GasterBlaster,1,0,600,467,445,224,0.1,0.3
0,GasterBlaster,1,0,600,460,170,136,0.1,0.3
0,GasterBlaster,1,0,600,186,170,44.5,0.1,0.3

0.8,GasterBlaster,1,320,0,270,290,30,0.1,0.5
0,GasterBlaster,1,320,0,270,290,150,0.1,0.5
0,GasterBlaster,1,320,0,270,290,90,0.1,0.5
0,GasterBlaster,1,320,0,370,290,30,0.1,0.5
0,GasterBlaster,1,320,0,370,290,150,0.1,0.5
0,GasterBlaster,1,320,0,370,290,90,0.1,0.5

1,BoneStab,2,120,0.5,1,
0,BoneStab,3,120,0.5,1,

0,Sansbody,Default

2,BoneStab,0,120,1,1,
1,BoneStab,1,120,1,1,
1,BoneStab,2,120,1,1,
1,BoneStab,3,120,1,1,
1,BoneStab,0,120,1,1,
1,BoneStab,1,120,1,1,
1,BoneStab,2,120,1,1,
1,BoneStab,3,120,1,1,
1,BoneStab,0,120,1,1,
1,BoneStab,1,120,1,1,
1,BoneStab,2,120,1,1,
1,BoneStab,3,120,1,1,
1,BoneStab,0,120,1,1,
1,BoneStab,1,120,1,1,
1,BoneStab,2,120,1,1,
1,BoneStab,3,120,1,1,
1,BoneStab,0,120,1,1,
1,BoneStab,1,120,1,1,
1,BoneStab,2,120,1,1,


1,BlackScreen,1,,,,,,,
0,Sound,Flash,,,,,,,
0.06666,BlackScreen,0,,,,,,,
0,Sound,Flash,,,,,,,


0.1,Sansbody,HandDown
0,sansslam,1

0.3,GasterBlaster,2,320,0,270,290,30,0.1,0.5
0,GasterBlaster,2,320,0,270,290,150,0.1,0.5
0,GasterBlaster,1,320,0,270,290,90,0.1,0.5
0,GasterBlaster,2,320,0,370,290,30,0.1,0.5
0,GasterBlaster,2,320,0,370,290,150,0.1,0.5
0,GasterBlaster,1,320,0,370,290,90,0.1,0.5

0,Sansbody,Default

1,BlackScreen,1,,,,,,,
0,Sound,Flash,,,,,,,
0.06666,BlackScreen,0,,,,,,,
0,Sound,Flash,,,,,,,
0,HeartMode,0,,,,,


0.0,CombatZoneResizeInstant,239,226,404,391,,,,

2,GasterBlaster,0.1,600,0,400,160,90,0.05,0.015
0.005,GasterBlaster,0.1,600,0,475,225,180,0.05,0.15
0.005,GasterBlaster,0.1,600,0,395,160,90,0.05,0.15
0.005,GasterBlaster,0.1,600,0,475,230,180,0.05,0.15
0.005,GasterBlaster,0.1,600,0,390,160,90,0.05,0.15
0.005,GasterBlaster,0.1,600,0,475,235,180,0.05,0.15
0.005,GasterBlaster,0.1,600,0,385,160,90,0.05,0.15
0.005,GasterBlaster,0.1,600,0,475,240,180,0.05,0.15
0.005,GasterBlaster,0.1,600,0,380,160,90,0.05,0.15
0.005,GasterBlaster,0.1,600,0,475,245,180,0.05,0.15
0.005,GasterBlaster,0.1,600,0,375,160,90,0.05,0.15
0.005,GasterBlaster,0.1,600,0,475,250,180,0.05,0.15
0.005,GasterBlaster,0.1,600,0,370,160,90,0.05,0.15
0.005,GasterBlaster,0.1,600,0,475,255,180,0.05,0.15
0.005,GasterBlaster,0.1,600,0,365,160,90,0.05,0.15
0.005,GasterBlaster,0.1,600,0,475,260,180,0.05,0.15
0.005,GasterBlaster,0.1,600,0,360,160,90,0.05,0.15
0.005,GasterBlaster,0.1,600,0,475,265,180,0.05,0.15
0.005,GasterBlaster,0.1,600,0,355,160,90,0.05,0.15
0.005,GasterBlaster,0.1,600,0,475,270,180,0.05,0.15
0.005,GasterBlaster,0.1,600,0,350,160,90,0.05,0.15
0.005,GasterBlaster,0.1,600,0,475,275,180,0.05,0.15
0.005,GasterBlaster,0.1,600,0,345,160,90,0.05,0.15
0.005,GasterBlaster,0.1,600,0,475,280,180,0.05,0.15
0.005,GasterBlaster,0.1,600,0,340,160,90,0.05,0.15
0.005,GasterBlaster,0.1,600,0,475,285,180,0.05,0.15
0.005,GasterBlaster,0.1,600,0,335,160,90,0.05,0.15
0.005,GasterBlaster,0.1,600,0,475,290,180,0.05,0.15
0.005,GasterBlaster,0.1,600,0,330,160,90,0.05,0.15
0.005,GasterBlaster,0.1,600,0,475,295,180,0.05,0.15
0.005,GasterBlaster,0.1,600,0,325,160,90,0.05,0.15
0.005,GasterBlaster,0.1,600,0,475,300,180,0.05,0.15
0.005,GasterBlaster,0.1,600,0,320,160,90,0.05,0.15
0.005,GasterBlaster,0.1,600,0,475,305,180,0.05,0.15
0.005,GasterBlaster,0.1,600,0,315,160,90,0.05,0.15
0.005,GasterBlaster,0.1,600,0,475,310,180,0.05,0.15
0.005,GasterBlaster,0.1,600,0,310,160,90,0.05,0.15
0.005,GasterBlaster,0.1,600,0,475,315,180,0.05,0.15
0.005,GasterBlaster,0.1,600,0,305,160,90,0.05,0.15
0.005,GasterBlaster,0.1,600,0,475,320,180,0.05,0.15
0.005,GasterBlaster,0.1,600,0,300,160,90,0.05,0.15
0.005,GasterBlaster,0.1,600,0,475,325,180,0.05,0.15
0.005,GasterBlaster,0.1,600,0,295,160,90,0.05,0.15
0.005,GasterBlaster,0.1,600,0,475,330,180,0.05,0.15
0.005,GasterBlaster,0.1,600,0,290,160,90,0.05,0.15
0.005,GasterBlaster,0.1,600,0,475,335,180,0.05,0.15
0.005,GasterBlaster,0.1,600,0,285,160,90,0.05,0.15
0.005,GasterBlaster,0.1,600,0,475,340,180,0.05,0.15
0.005,GasterBlaster,0.1,600,0,280,160,90,0.05,0.15
0.005,GasterBlaster,0.1,600,0,475,345,180,0.05,0.15
0.005,GasterBlaster,0.1,600,0,275,160,90,0.05,0.15
0.005,GasterBlaster,0.1,600,0,475,350,180,0.05,0.15
0.005,GasterBlaster,0.1,600,0,270,160,90,0.05,0.15
0.005,GasterBlaster,0.1,600,0,475,355,180,0.05,0.15

1,GasterBlaster,0.1,0,600,170,380,360,0.05,0.15
0.005,GasterBlaster,0.1,0,600,250,460,270,0.05,0.15
0.005,GasterBlaster,0.1,0,600,170,375,360,0.05,0.15
0.005,GasterBlaster,0.1,0,600,255,460,270,0.05,0.15
0.005,GasterBlaster,0.1,0,600,170,370,360,0.05,0.15
0.005,GasterBlaster,0.1,0,600,260,460,270,0.05,0.15
0.005,GasterBlaster,0.1,0,600,170,365,360,0.05,0.15
0.005,GasterBlaster,0.1,0,600,265,460,270,0.05,0.15
0.005,GasterBlaster,0.1,0,600,170,360,360,0.05,0.15
0.005,GasterBlaster,0.1,0,600,270,460,270,0.05,0.15
0.005,GasterBlaster,0.1,0,600,170,355,360,0.05,0.15
0.005,GasterBlaster,0.1,0,600,275,460,270,0.05,0.15
0.005,GasterBlaster,0.1,0,600,170,350,360,0.05,0.15
0.005,GasterBlaster,0.1,0,600,280,460,270,0.05,0.15
0.005,GasterBlaster,0.1,0,600,170,345,360,0.05,0.15
0.005,GasterBlaster,0.1,0,600,285,460,270,0.05,0.15
0.005,GasterBlaster,0.1,0,600,170,340,360,0.05,0.15
0.005,GasterBlaster,0.1,0,600,290,460,270,0.05,0.15
0.005,GasterBlaster,0.1,0,600,170,335,360,0.05,0.15
0.005,GasterBlaster,0.1,0,600,295,460,270,0.05,0.15
0.005,GasterBlaster,0.1,0,600,170,330,360,0.05,0.15
0.005,GasterBlaster,0.1,0,600,300,460,270,0.05,0.15
0.005,GasterBlaster,0.1,0,600,170,325,360,0.05,0.15
0.005,GasterBlaster,0.1,0,600,305,460,270,0.05,0.15
0.005,GasterBlaster,0.1,0,600,170,320,360,0.05,0.15
0.005,GasterBlaster,0.1,0,600,310,460,270,0.05,0.15
0.005,GasterBlaster,0.1,0,600,170,315,360,0.05,0.15
0.005,GasterBlaster,0.1,0,600,315,460,270,0.05,0.15
0.005,GasterBlaster,0.1,0,600,170,310,360,0.05,0.15
0.005,GasterBlaster,0.1,0,600,320,460,270,0.05,0.15
0.005,GasterBlaster,0.1,0,600,170,305,360,0.05,0.15
0.005,GasterBlaster,0.1,0,600,325,460,270,0.05,0.15
0.005,GasterBlaster,0.1,0,600,170,300,360,0.05,0.15
0.005,GasterBlaster,0.1,0,600,330,460,270,0.05,0.15
0.005,GasterBlaster,0.1,0,600,170,295,360,0.05,0.15
0.005,GasterBlaster,0.1,0,600,335,460,270,0.05,0.15
0.005,GasterBlaster,0.1,0,600,170,290,360,0.05,0.15
0.005,GasterBlaster,0.1,0,600,340,460,270,0.05,0.15
